id_proyek,P001,P002,F001,F002,F003,S001,S002,S003,D001,D002,A001,A002,FN001,FN002,FN003,M001,M002,M003
PROJ_0504,443.17,439.03,429.46,408.05,422.71,405.87,379.11,349.84,338.53,294.47,497.13,489.23,555.76,613.54,596.36,815.29,586.74,705.97
PROJ_0505,462.5,629.42,977.45,907.24,1046.92,1008.91,915.53,1016.1,618.93,866.11,663.19,670.32,1610.87,1564.4,1362.81,712.37,798.02,986.56
PROJ_0506,375.12,352.07,560.81,558.27,732.61,499.49,602.62,554.61,390.42,454.08,407.83,382.76,790.6,776.15,924.64,491.9,476.36,511.89
PROJ_0507,393.02,362.56,501.59,458.04,380.33,370.08,481.5,424.25,308.74,242.69,565.06,550.55,559.49,507.14,592.49,746.65,734.2,784.51
PROJ_0508,399.96,352.08,378.89,427.18,343.61,310.26,378.86,339.87,284.81,216.77,383.8,372.69,511.52,523.17,465.66,563.8,485.08,614.72
PROJ_0509,143.63,133.34,88.92,104.92,91.8,89.33,95.91,92.51,70.27,89.46,119.23,143.37,176.93,154.46,149.12,198.01,150.99,174.83
PROJ_0510,115.45,130.79,86.68,87.73,83.09,85.74,95.81,97.35,61.12,73.57,141.67,123.72,159.34,171.29,213.78,195.07,228.21,240.69
PROJ_0511,169.94,168.09,489.61,426.45,379.44,433.44,354.15,415.86,351.96,301.14,169.21,171.26,626.65,539.1,552.95,192.7,231.56,203.31
PROJ_0512,107.33,118.41,86.35,109.74,93.02,107.31,95.79,102.14,102.26,102.67,116.41,111.79,118.86,123.97,107.83,87.11,115.96,127.74
PROJ_0513,291.74,318.28,610.15,617.7,703.21,676.04,835.97,792.93,419.16,582.65,358.25,325.13,645.18,732.7,626.56,279.0,298.83,292.66
PROJ_0514,82.58,67.11,195.5,182.28,209.91,168.38,198.52,196.54,107.69,132.37,68.21,86.96,162.36,141.32,138.55,74.83,86.26,86.12
PROJ_0515,301.59,341.48,898.39,958.73,797.04,952.52,1176.98,1010.13,814.02,737.08,396.07,421.29,1256.66,1251.34,1662.68,638.29,609.1,475.47
PROJ_0516,258.24,276.71,311.4,298.53,267.45,346.16,250.29,298.4,185.14,195.59,405.15,395.25,334.19,357.68,412.53,393.31,486.56,493.12
PROJ_0517,394.96,395.33,768.59,1012.22,823.68,980.54,872.94,1025.07,579.66,571.44,473.11,470.08,780.97,812.02,1019.66,362.79,376.37,418.94
PROJ_0518,226.38,262.78,320.29,300.74,310.84,265.53,301.21,222.83,183.55,213.04,231.1,206.19,232.63,268.98,210.5,270.28,275.33,261.42
PROJ_0519,424.43,530.54,1046.99,1373.87,1279.7,1068.62,1455.85,1303.55,927.69,915.53,534.05,558.21,2053.83,1611.97,1865.75,762.06,758.79,707.21
PROJ_0520,163.55,188.95,157.32,151.03,174.13,170.62,152.98,154.36,147.47,162.69,167.9,146.86,192.76,154.68,204.9,175.33,152.71,170.73
PROJ_0521,517.89,616.38,933.97,1267.14,1227.37,1163.32,1176.99,906.54,745.41,842.67,571.14,494.99,1270.48,1242.92,1591.16,819.57,892.65,985.32
PROJ_0522,446.04,535.67,784.83,816.4,838.8,986.94,1025.59,1057.19,696.95,641.35,519.44,392.59,1090.07,1136.51,1051.62,503.62,515.46,514.53
PROJ_0523,865.44,875.06,477.58,515.04,551.59,433.18,547.05,574.29,427.8,372.94,722.85,687.11,1258.45,1436.3,1424.82,1393.32,1333.04,1646.5
PROJ_0524,491.8,452.16,1293.52,1149.91,1507.99,1299.1,1179.69,1448.65,960.04,1057.34,483.8,479.93,1987.92,2003.19,2003.85,763.13,666.62,598.37
PROJ_0525,261.7,322.63,346.02,403.58,427.93,478.35,474.69,411.47,291.85,349.91,259.79,256.2,1084.52,984.25,928.29,468.2,551.91,646.55
PROJ_0526,137.43,126.96,215.52,243.82,246.08,185.86,201.97,176.5,138.05,125.02,142.57,145.21,411.46,399.89,378.58,225.94,286.33,234.6
PROJ_0527,172.83,244.71,295.05,378.11,340.66,324.94,306.49,261.0,247.81,246.15,204.52,240.57,691.71,791.26,762.37,333.09,469.9,484.47
PROJ_0528,361.96,279.83,370.57,349.47,308.73,418.76,372.52,414.25,281.96,241.67,392.7,339.37,332.21,317.26,282.0,354.58,320.87,387.37
PROJ_0529,102.47,95.65,193.75,234.66,174.56,268.62,236.99,279.11,164.35,156.43,112.13,94.75,371.07,377.27,326.39,127.3,132.34,147.63
PROJ_0530,536.48,421.33,825.97,689.27,787.46,930.52,957.62,812.39,571.77,543.71,418.24,463.62,1299.28,1094.27,1048.34,743.51,601.4,612.45
PROJ_0531,62.01,43.96,127.49,136.05,117.76,132.48,129.04,136.21,122.43,102.71,55.32,54.6,234.76,167.69,227.45,73.72,93.66,73.35
PROJ_0532,284.1,343.73,911.64,1126.52,1087.37,1209.23,987.33,1219.21,756.64,981.65,372.61,353.33,1173.22,1059.55,1044.59,305.17,365.29,323.9
PROJ_0533,297.47,410.02,298.75,389.09,314.02,389.6,457.91,335.44,310.67,304.32,417.51,316.35,407.65,356.74,353.61,343.88,347.34,366.91
PROJ_0534,529.65,609.66,444.47,418.7,362.99,435.65,450.38,492.03,388.93,341.95,717.69,557.02,1237.92,970.07,986.45,1117.65,1048.17,1402.84
PROJ_0535,602.24,613.59,469.17,639.72,598.03,577.54,564.1,572.89,355.39,311.17,667.16,657.29,1217.28,907.5,959.63,1442.32,1141.56,1101.16
PROJ_0536,183.5,234.09,124.08,124.49,129.36,175.51,140.38,129.86,134.83,133.46,202.75,210.22,317.34,394.33,326.25,510.07,492.01,450.38
PROJ_0537,81.96,117.65,400.65,409.49,304.31,364.68,377.61,398.08,252.68,245.59,98.96,110.21,357.51,318.21,272.62,82.32,106.86,116.88
PROJ_0538,62.48,72.5,74.09,63.04,55.96,65.24,66.75,58.69,53.64,52.26,86.74,85.53,76.23,82.19,81.86,95.16,124.08,96.17
PROJ_0539,289.23,236.14,229.62,234.42,271.91,315.45,335.29,253.81,226.88,240.55,250.66,225.44,233.7,226.72,312.97,257.63,273.53,300.13
PROJ_0540,179.85,200.91,131.25,156.79,132.5,156.3,159.43,188.93,135.2,138.89,169.39,245.98,194.76,267.88,259.78,294.84,277.44,313.65
PROJ_0541,56.55,44.11,96.07,71.5,86.02,100.09,106.77,93.2,61.56,68.54,50.31,56.54,127.07,143.47,115.59,68.11,76.6,63.48
PROJ_0542,325.31,343.45,725.99,662.31,747.3,770.03,680.5,611.78,401.18,415.71,404.88,424.24,747.72,797.29,846.0,507.75,647.54,482.36
PROJ_0543,116.33,132.71,160.51,159.92,181.04,190.78,173.03,215.43,150.5,124.96,172.22,137.45,556.74,551.13,457.61,251.38,319.77,266.35
PROJ_0544,67.5,79.61,233.01,266.76,255.46,296.13,281.57,272.04,187.21,223.71,92.33,88.88,259.77,241.26,211.51,89.71,62.74,69.5
PROJ_0545,327.68,352.54,290.92,247.17,239.11,277.7,293.49,251.68,244.69,204.27,347.26,344.82,428.02,487.31,366.26,478.63,550.47,418.0
PROJ_0546,163.01,170.6,125.17,141.91,115.83,127.51,111.21,107.47,86.19,95.16,156.48,138.38,188.12,157.05,167.49,189.71,232.99,217.43
PROJ_0547,96.86,72.83,114.48,140.04,96.93,125.56,105.94,111.45,92.98,81.47,95.11,110.36,259.65,248.65,333.38,174.19,204.09,163.27
PROJ_0548,152.92,170.14,84.26,108.67,102.1,120.06,92.65,103.89,66.08,91.88,128.05,128.23,281.12,223.17,251.91,266.26,308.32,255.2
PROJ_0549,506.04,521.39,960.53,926.8,880.91,1225.23,981.71,1037.78,769.5,808.17,593.27,532.98,2954.36,2757.5,2920.8,1118.05,884.38,1225.71
PROJ_0550,165.86,153.13,107.4,107.76,129.67,131.83,145.99,129.44,99.71,86.82,138.97,133.84,209.78,190.12,219.27,245.47,247.2,224.01
PROJ_0551,421.64,440.6,339.67,262.78,330.85,291.09,285.16,369.68,283.02,215.54,336.51,468.31,399.15,380.97,509.38,639.71,564.85,570.57
PROJ_0552,481.21,460.94,1418.39,1466.81,1194.98,1287.62,1284.21,1161.21,939.44,834.24,622.04,503.25,2077.34,1963.85,2191.09,914.4,731.21,645.05
PROJ_0553,201.93,148.44,272.09,251.32,354.73,269.99,335.62,326.37,259.76,224.21,228.63,217.54,446.57,432.93,517.0,303.72,264.27,257.93
PROJ_0554,148.02,151.13,238.58,235.16,250.08,304.23,297.95,303.0,203.19,203.21,164.48,209.01,551.77,609.66,715.04,416.81,324.26,397.36
PROJ_0555,221.18,213.05,533.0,570.34,708.23,683.18,582.77,863.78,532.62,503.29,286.85,286.97,973.77,1030.02,1137.51,362.93,392.15,315.93
PROJ_0556,485.6,391.54,771.33,1017.96,877.66,793.08,846.31,879.07,811.25,660.35,403.92,465.43,2041.64,1744.66,2428.92,684.53,984.33,948.12
PROJ_0557,372.4,488.62,331.4,311.24,308.29,269.66,270.95,358.8,201.46,214.5,478.18,414.13,834.16,839.41,849.8,735.39,871.12,1021.47
PROJ_0558,521.8,595.24,1143.41,1036.53,1005.26,1288.6,1036.43,1389.33,910.21,745.95,636.73,572.58,2433.31,3269.02,3002.49,1145.07,1258.06,1123.37
PROJ_0559,336.92,302.14,594.34,671.22,677.85,829.83,741.42,787.28,625.42,660.93,341.88,427.17,1936.18,1426.92,1610.57,612.46,735.37,705.26
PROJ_0560,472.03,522.87,441.46,450.82,542.18,618.58,577.82,461.42,319.77,334.39,458.39,423.18,548.88,505.3,457.25,430.21,450.42,468.47
PROJ_0561,439.64,338.47,923.02,689.33,733.03,1066.92,780.59,748.85,683.87,620.3,338.88,324.61,673.65,817.37,722.81,449.96,462.92,347.46
PROJ_0562,328.12,301.38,513.68,503.01,626.04,482.98,513.89,550.61,422.66,344.63,330.85,446.05,1085.83,1250.06,1253.23,705.94,625.75,601.32
PROJ_0563,94.31,95.21,262.92,256.89,276.06,309.8,284.46,216.54,182.4,197.85,106.41,89.61,367.29,334.12,332.6,161.2,137.76,143.76
PROJ_0564,524.36,524.39,724.49,850.96,764.26,796.72,643.88,898.47,604.97,527.54,502.25,521.11,1855.86,1810.99,1842.83,1182.18,1005.12,1092.37
PROJ_0565,412.52,445.73,696.91,781.91,564.68,686.34,711.34,912.37,564.79,532.64,440.09,448.78,1211.37,1251.29,1201.38,720.19,557.32,574.97
PROJ_0566,314.64,321.92,533.94,665.7,533.27,603.41,615.08,758.86,529.81,490.75,364.54,363.66,1448.24,1685.55,1336.98,606.78,513.46,588.25
PROJ_0567,142.75,117.81,348.71,375.48,370.15,319.99,326.37,366.25,322.02,325.09,141.72,166.83,547.44,633.68,444.9,216.47,220.26,196.06
PROJ_0568,378.28,379.23,1360.29,1492.71,1496.98,1330.04,1742.91,1449.69,1314.76,939.45,524.18,537.46,1564.89,1557.22,1309.11,501.43,476.66,448.04
PROJ_0569,824.3,630.79,443.05,532.97,420.26,434.76,466.53,557.27,420.06,310.57,770.15,754.17,1224.98,1226.01,1358.4,1292.47,1266.71,1421.74
PROJ_0570,282.78,287.94,321.15,333.41,455.57,353.1,442.19,470.26,249.79,275.98,295.14,311.25,908.54,1027.81,863.84,471.53,465.97,546.04
PROJ_0571,426.23,532.16,615.07,761.04,775.41,893.14,873.1,664.45,633.33,558.86,542.15,427.87,1225.55,1184.62,1196.71,589.07,722.6,740.95
PROJ_0572,333.58,313.61,580.64,613.71,740.71,710.29,796.76,807.78,573.34,573.21,349.85,337.47,589.01,761.87,794.42,330.51,393.05,401.73
PROJ_0573,273.48,299.68,290.82,246.1,225.18,296.86,337.25,281.34,245.03,233.62,296.51,251.43,271.71,239.99,247.12,229.88,233.95,243.16
PROJ_0574,348.85,330.05,1103.36,1392.56,1229.04,1304.17,1175.62,899.36,945.36,927.19,356.29,342.7,994.91,1006.77,1123.2,339.78,294.2,278.27
PROJ_0575,509.01,539.0,1360.41,1661.87,1286.49,1221.69,1170.82,1340.79,1002.45,969.91,753.79,764.9,3396.36,3357.94,2832.17,1235.2,1125.88,1333.15
PROJ_0576,315.35,321.86,197.35,252.55,260.25,213.32,267.35,253.09,216.24,157.89,317.28,405.82,627.18,685.12,627.33,856.5,672.1,696.36
PROJ_0577,812.91,575.35,1526.56,1098.32,1357.64,1293.33,1560.88,1680.58,888.03,945.14,682.17,656.89,3253.1,4029.3,2868.15,1323.11,1341.57,1245.07
PROJ_0578,475.75,566.84,1366.51,1468.3,1255.45,1496.77,1661.5,1637.23,1219.4,947.52,675.3,637.07,2188.33,2088.71,2335.9,764.7,858.65,845.27
PROJ_0579,107.54,108.3,86.23,92.46,94.16,99.15,98.0,102.23,73.17,68.12,91.25,112.38,142.04,130.04,142.46,177.06,139.29,160.78
PROJ_0580,238.76,230.77,631.64,633.35,616.16,816.29,664.46,754.22,569.26,550.07,268.36,229.66,587.36,843.8,802.29,250.04,259.09,200.05
PROJ_0581,61.07,48.75,54.96,48.09,60.8,45.46,45.6,42.69,40.05,33.79,60.24,55.79,76.58,61.45,81.17,76.88,69.68,74.2
PROJ_0582,614.72,731.73,889.3,1140.57,994.77,970.89,1065.62,954.64,688.83,727.38,666.56,691.96,2902.79,2634.8,2886.05,1337.86,1693.64,1400.36
PROJ_0583,474.72,620.96,912.01,1064.87,1248.39,1274.78,1226.5,1146.41,735.07,1059.52,513.59,532.61,2475.16,3219.09,3059.4,1088.11,1308.66,908.97
PROJ_0584,378.49,269.5,625.52,537.33,784.53,838.64,743.8,638.21,476.48,512.64,303.82,264.39,694.88,683.67,759.77,323.97,306.69,328.51
PROJ_0585,242.29,289.86,407.75,316.99,341.27,464.35,405.7,409.95,320.59,303.57,243.71,330.19,1075.6,755.61,780.62,596.6,575.07,526.06
PROJ_0586,366.87,390.58,603.08,515.36,503.14,646.0,774.21,677.5,454.29,560.33,373.87,392.73,764.48,988.75,975.35,605.57,503.92,527.94
PROJ_0587,234.18,320.17,225.3,286.09,292.17,213.62,234.17,202.27,184.08,215.64,284.3,349.83,287.04,322.98,391.77,466.02,376.42,433.93
PROJ_0588,419.76,402.41,955.71,782.68,753.74,1045.74,1000.01,895.13,666.92,695.81,393.19,376.61,1302.03,1153.92,1562.89,569.21,468.19,528.79
PROJ_0589,365.41,393.21,315.57,319.97,326.34,233.22,255.57,223.68,197.94,195.91,440.99,349.51,663.14,581.29,600.24,822.31,626.44,708.46
PROJ_0590,220.38,250.28,405.36,543.27,552.55,476.28,388.56,450.09,255.98,352.82,251.2,217.3,536.24,645.29,661.3,348.33,342.88,380.26
PROJ_0591,369.67,361.64,623.77,691.13,747.49,619.19,687.21,591.81,504.13,580.18,306.53,354.64,1331.93,1895.06,1844.28,660.39,707.83,550.38
PROJ_0592,216.24,206.36,161.12,226.53,153.71,219.74,181.56,227.33,125.88,126.53,187.44,227.54,173.02,198.55,191.41,216.0,173.93,194.18
PROJ_0593,624.94,494.04,344.44,407.9,329.35,369.77,357.88,436.38,331.02,297.21,592.73,539.95,710.41,767.4,758.05,896.29,1124.25,904.96
PROJ_0594,57.56,65.76,124.15,118.45,118.47,137.0,154.04,167.47,125.98,121.5,77.37,85.6,347.72,363.4,332.8,128.47,128.71,118.59
PROJ_0595,200.01,147.0,159.41,170.72,148.85,135.72,159.21,153.62,142.35,128.32,210.85,194.93,242.22,243.4,184.73,238.44,215.95,269.25
PROJ_0596,293.33,266.17,765.06,895.35,664.7,698.31,981.97,977.08,656.79,549.82,302.92,282.07,818.21,680.21,769.01,287.9,291.75,261.27
PROJ_0597,672.07,718.66,898.03,858.76,740.74,830.69,1078.49,791.08,583.18,825.38,768.37,569.52,2053.09,2453.83,2146.83,1315.38,1310.05,1173.3
PROJ_0598,279.76,216.19,309.29,267.69,252.46,242.36,324.46,246.08,187.37,175.84,281.21,251.39,302.61,273.89,260.23,273.1,209.76,303.33
PROJ_0599,144.27,111.08,256.52,214.91,248.63,297.47,315.62,251.14,210.31,212.1,108.39,128.3,259.17,269.77,292.79,99.56,107.47,104.68
PROJ_0600,80.14,91.3,142.78,121.46,132.36,129.66,126.56,154.64,105.37,93.28,115.63,99.14,271.35,307.92,331.66,176.11,211.58,188.47
PROJ_0601,230.98,267.58,184.42,180.79,157.53,162.16,164.53,149.68,129.18,107.02,222.01,255.7,353.96,411.79,419.72,430.8,390.76,466.03
PROJ_0602,39.18,47.09,85.06,81.75,76.39,101.1,72.13,98.84,69.89,60.4,43.66,43.72,136.74,104.54,134.51,70.29,69.13,73.56
PROJ_0603,511.41,560.66,565.36,430.64,562.11,633.69,434.27,535.74,334.29,403.53,747.74,724.57,844.11,638.77,733.71,773.97,1004.13,758.84
PROJ_0604,359.8,336.11,607.45,609.63,578.37,878.22,851.35,690.41,619.89,539.46,502.26,420.37,1071.0,994.56,913.57,647.86,689.25,689.82
PROJ_0605,123.0,131.48,96.18,71.5,72.1,90.96,85.11,90.9,58.29,72.16,148.76,155.45,230.6,208.49,255.34,284.63,263.89,230.4
PROJ_0606,124.61,121.91,126.22,130.82,137.12,127.16,113.41,127.89,91.3,62.8,134.41,111.01,134.96,135.09,146.01,141.89,157.76,143.17
PROJ_0607,496.18,540.87,467.66,381.97,352.58,489.59,362.62,510.38,338.81,312.49,425.2,409.29,595.42,564.84,665.18,741.96,682.88,625.06
PROJ_0608,586.37,511.33,1260.96,1231.99,1328.6,1273.95,1185.08,1475.15,1017.84,1023.79,637.48,725.21,2633.24,2838.8,3305.15,1008.46,1327.67,1112.31
PROJ_0609,627.45,613.76,1119.02,1093.66,900.57,916.3,972.96,958.14,860.58,697.64,697.81,639.92,2555.31,2645.96,2611.03,1516.5,1751.17,1459.9
PROJ_0610,274.57,254.02,500.2,674.42,620.25,700.53,575.58,643.5,553.07,425.36,208.01,234.78,895.52,1015.66,951.58,420.35,353.6,344.28
PROJ_0611,92.38,91.83,151.03,114.84,123.8,175.23,156.47,124.27,119.42,110.7,126.06,118.46,276.61,304.39,311.6,223.74,207.77,227.49
PROJ_0612,474.43,439.41,397.17,415.86,453.27,529.89,610.3,465.15,402.69,325.12,512.36,379.74,501.44,408.42,411.65,483.12,448.48,466.58
PROJ_0613,323.61,413.96,535.1,593.82,666.78,684.59,596.86,655.87,389.27,475.74,369.18,418.76,997.91,770.75,729.37,502.59,532.78,499.7
PROJ_0614,435.29,414.94,1750.7,1436.38,1241.5,1257.96,1424.07,1232.87,901.79,929.84,454.76,486.89,1167.67,1090.72,1202.57,389.46,495.15,408.02
PROJ_0615,414.11,450.36,677.25,579.44,671.67,680.6,686.4,844.22,469.57,508.8,361.65,364.78,1005.99,1062.99,1018.73,540.02,477.5,572.71
PROJ_0616,277.47,306.99,292.54,318.14,308.35,288.35,320.82,334.84,262.1,214.72,293.43,265.11,303.35,322.65,323.45,239.01,244.21,305.25
PROJ_0617,241.53,266.69,283.21,348.6,328.49,295.6,286.31,363.89,211.36,273.62,250.39,242.53,696.31,913.06,832.98,510.05,508.34,474.43
PROJ_0618,99.95,87.85,308.45,278.3,279.28,307.08,261.96,306.16,240.94,199.05,71.31,90.66,204.97,284.27,257.62,84.65,87.36,85.56
PROJ_0619,342.43,336.2,593.2,710.99,524.45,628.06,592.27,655.72,419.19,542.44,335.8,425.48,835.42,910.75,810.48,603.49,651.69,491.09
PROJ_0620,447.7,352.51,387.77,409.56,333.41,407.69,344.83,449.76,293.09,350.7,344.74,443.22,324.58,395.22,349.86,330.76,317.44,402.6
PROJ_0621,278.7,321.09,743.66,578.06,507.92,588.33,581.88,676.32,548.05,458.55,285.65,351.54,1435.94,1606.91,1830.68,571.92,627.12,700.58
PROJ_0622,93.67,95.75,347.35,318.2,317.72,312.24,309.8,306.63,198.96,236.24,77.82,75.02,244.83,235.3,278.04,77.64,92.45,87.46
PROJ_0623,339.23,355.92,397.42,430.74,377.96,387.08,397.87,363.21,255.33,374.85,330.39,334.88,452.46,419.77,383.93,417.49,462.55,330.86
PROJ_0624,424.06,540.6,1051.08,1131.83,874.66,1224.48,974.51,1128.94,871.74,656.44,444.66,520.32,2687.41,1964.61,2694.08,885.7,909.55,884.47
PROJ_0625,158.97,116.34,93.7,78.19,106.6,112.03,89.44,92.0,69.35,70.05,164.08,149.36,220.94,247.47,223.67,232.4,230.14,253.99
PROJ_0626,466.02,382.22,380.48,338.63,402.16,332.88,405.22,336.82,278.17,240.58,478.91,536.69,470.03,612.14,578.34,672.64,698.12,627.33
PROJ_0627,256.94,263.51,175.58,143.43,167.73,149.34,173.48,139.22,110.91,133.06,290.66,207.2,404.25,416.61,463.32,503.42,398.74,407.02
PROJ_0628,407.38,342.45,377.17,376.18,379.79,324.87,384.94,377.3,209.75,233.44,369.5,396.97,570.53,549.77,443.09,586.56,508.25,528.0
PROJ_0629,187.5,239.95,241.25,257.74,260.74,215.75,273.97,213.21,172.43,182.73,186.09,195.83,206.22,193.18,266.42,207.78,227.11,272.09
PROJ_0630,186.34,175.07,141.8,107.57,105.49,134.98,129.23,148.91,79.07,101.36,209.91,230.15,259.64,271.8,354.83,381.97,295.92,301.63
PROJ_0631,488.01,449.82,374.55,420.46,327.2,346.97,419.78,462.92,264.58,313.18,408.52,412.23,635.43,463.83,443.33,729.25,620.87,629.84
PROJ_0632,507.33,395.0,960.48,838.42,762.59,1071.34,924.31,1142.74,846.29,826.0,448.86,432.29,2620.88,2222.37,2453.21,1024.56,825.43,767.96
PROJ_0633,202.64,199.96,420.62,478.89,517.0,399.13,380.84,462.81,344.11,364.91,165.79,223.05,426.93,417.17,357.14,156.11,193.58,176.46
PROJ_0634,406.67,519.86,318.64,434.27,370.56,462.07,371.77,428.8,302.7,346.22,419.3,424.16,654.67,465.75,584.9,548.93,553.31,691.88
PROJ_0635,152.06,153.35,176.92,196.13,214.0,149.2,152.32,152.3,131.75,111.95,159.53,145.77,155.43,168.61,149.84,147.52,135.11,149.95
PROJ_0636,47.06,59.15,149.07,132.86,139.77,173.97,200.17,157.91,113.04,120.14,61.73,59.18,134.14,163.1,174.21,57.57,51.77,56.82
PROJ_0637,694.47,591.75,442.13,509.54,443.4,472.11,557.63,560.67,291.6,296.69,765.5,716.8,962.91,1256.88,992.99,1117.21,1478.14,1402.13
PROJ_0638,270.09,303.74,437.87,305.94,395.2,366.97,409.32,401.02,287.56,263.54,337.21,286.3,1085.59,885.36,1067.73,574.03,538.2,610.03
PROJ_0639,439.73,391.77,612.37,650.75,652.7,561.35,638.23,555.39,412.89,438.53,502.75,380.52,1174.01,1145.04,1414.65,772.93,753.84,695.61
PROJ_0640,378.16,319.57,454.78,368.43,367.63,396.6,454.15,474.4,313.16,327.83,279.91,328.02,923.96,927.98,873.96,705.37,766.82,685.8
PROJ_0641,238.46,340.1,677.01,561.57,479.58,567.44,617.64,579.53,398.04,396.01,367.0,255.49,611.33,805.08,610.07,406.69,389.32,382.82
PROJ_0642,245.52,311.03,194.02,206.17,186.2,261.44,230.32,263.19,151.9,129.43,359.56,365.52,415.86,530.32,537.53,520.13,618.73,543.75
PROJ_0643,461.69,656.41,475.42,530.75,519.53,628.32,511.68,509.49,348.29,400.7,616.66,676.84,674.43,609.85,819.23,971.26,807.43,923.97
PROJ_0644,506.06,560.59,1213.23,1287.09,1044.55,1214.38,1553.23,1329.77,826.42,880.23,530.46,597.83,1799.56,2090.18,2176.13,713.02,852.88,647.76
PROJ_0645,160.86,139.7,182.26,183.33,186.9,276.99,248.47,287.9,180.3,186.74,155.19,180.48,529.54,650.78,651.33,292.84,349.0,351.41
PROJ_0646,739.55,613.08,510.63,538.54,451.22,532.18,447.9,620.25,324.7,339.91,707.56,869.89,1299.02,965.37,1050.29,1587.39,1387.49,1169.53
PROJ_0647,272.09,197.48,460.92,412.79,502.6,560.79,484.14,536.9,427.28,413.44,236.47,239.07,1325.08,933.78,928.47,404.98,519.15,395.33
PROJ_0648,290.69,334.42,185.22,195.3,209.19,207.84,279.13,201.81,193.34,167.57,288.88,287.44,530.06,498.95,473.74,752.75,626.68,745.09
PROJ_0649,598.56,603.95,574.45,502.28,483.48,424.89,421.15,558.45,336.66,439.38,644.11,694.66,1094.83,1152.57,1323.36,1568.19,1111.91,1332.8
PROJ_0650,780.51,552.05,1118.86,997.78,1065.48,979.74,968.18,1170.66,746.73,854.86,802.75,692.17,2294.08,2198.67,2602.29,1207.55,1620.9,1424.39
PROJ_0651,393.33,379.03,769.41,803.5,799.7,733.59,855.61,780.13,635.42,613.93,350.14,439.31,1850.13,1921.24,2012.5,799.04,827.98,664.67
PROJ_0652,237.21,300.02,603.18,570.44,574.92,571.91,739.81,533.45,413.37,525.26,333.08,250.52,647.53,480.83,620.79,226.26,270.5,252.6
PROJ_0653,158.35,118.06,360.86,394.8,299.64,466.6,380.25,348.69,260.65,273.93,139.46,159.27,578.19,534.38,532.98,244.34,202.12,230.38
PROJ_0654,177.05,135.96,320.68,360.83,309.65,400.81,311.02,345.26,226.3,196.2,195.66,146.23,909.77,811.83,888.6,363.19,314.3,367.16
PROJ_0655,630.95,575.43,807.1,667.06,611.35,754.67,814.25,745.06,611.41,646.41,645.89,703.76,2254.4,2196.93,1991.33,1005.83,1342.21,991.74
PROJ_0656,548.61,590.98,437.51,455.85,342.26,519.49,406.73,429.44,315.8,317.21,750.82,555.14,933.52,859.49,1180.78,1521.7,1356.37,1320.97
PROJ_0657,807.86,626.43,1377.75,1673.45,1507.02,1498.0,1501.19,1417.18,1105.12,1057.93,626.14,849.47,3752.07,2835.38,2938.83,1164.82,1145.5,1144.01
PROJ_0658,381.81,504.07,333.73,328.41,308.54,353.51,355.45,375.03,257.93,258.32,529.41,482.64,652.84,614.94,713.62,740.46,767.93,716.44
PROJ_0659,178.5,230.47,184.61,173.89,186.51,196.44,228.24,224.88,125.86,155.9,158.01,207.76,227.82,225.62,171.16,212.83,216.74,222.27
PROJ_0660,462.31,501.44,606.03,552.23,725.38,729.63,674.61,854.36,544.66,653.55,609.62,626.18,1891.41,1436.24,1408.35,1192.85,874.95,978.49
PROJ_0661,601.32,509.62,683.61,757.63,725.27,904.47,701.21,841.0,534.35,640.63,520.08,540.09,2153.39,1716.61,2102.07,1047.43,1029.9,1059.45
PROJ_0662,482.84,401.76,451.27,510.17,479.8,514.4,551.32,465.8,328.73,314.15,498.33,416.2,365.03,497.64,496.24,408.23,393.56,449.24
PROJ_0663,525.05,463.73,865.2,854.28,863.63,864.84,1134.57,859.5,712.2,841.86,446.2,425.91,1094.39,789.37,1070.86,382.72,447.95,488.45
PROJ_0664,240.32,257.01,297.98,347.33,288.59,415.84,384.26,369.11,222.23,270.38,277.28,245.05,905.03,701.95,746.54,555.17,435.46,455.4
PROJ_0665,47.08,48.46,60.72,62.95,72.41,84.42,79.9,86.19,65.26,69.85,45.21,41.62,100.53,95.38,106.3,76.53,62.53,57.24
PROJ_0666,251.25,298.0,145.3,184.45,187.47,175.39,191.33,177.66,120.17,128.88,222.6,287.59,469.65,383.03,426.04,444.64,423.79,530.59
PROJ_0667,54.63,71.22,116.31,144.31,121.27,133.41,154.91,141.38,90.15,116.75,59.91,53.83,123.7,131.79,133.63,72.59,65.06,56.93
PROJ_0668,440.75,409.41,444.31,342.0,423.18,463.92,497.6,370.61,286.2,378.01,543.05,518.87,669.33,707.06,551.27,848.16,616.41,870.44
PROJ_0669,91.79,96.09,266.69,356.63,379.59,321.39,325.4,318.87,219.28,283.65,87.37,125.83,372.35,269.47,321.76,126.9,120.95,115.12
PROJ_0670,258.23,264.09,594.57,505.71,567.84,641.19,566.98,501.72,406.31,488.77,322.44,285.31,944.55,855.67,811.04,541.83,461.79,571.71
PROJ_0671,793.83,633.54,878.24,842.94,985.02,1075.37,1027.77,1208.4,732.58,824.87,787.65,746.19,1890.98,2460.84,2447.04,1180.58,1553.41,1370.66
PROJ_0672,211.96,257.55,769.38,860.81,859.51,617.81,729.18,668.97,481.44,581.12,183.44,270.78,655.38,628.95,798.9,226.78,238.43,245.86
